"REF_DATE","GEO","DGUID","Educational qualification","Field of study","Gender","Age group","Status of student in Canada","Characteristics after graduation","Graduate statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472778","7.14.12.2.3.1.4.2","","x","","","0"
"2012","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472779","7.14.12.2.3.1.4.3","","x","","","0"
"2012","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472796","7.14.12.3.1.1.4.2","","x","","","0"
"2012","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472797","7.14.12.3.1.1.4.3","","x","","","0"
"2012","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472814","7.14.12.3.2.1.4.2","","x","","","0"
"2012","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472815","7.14.12.3.2.1.4.3","","x","","","0"
"2012","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472832","7.14.12.3.3.1.4.2","","x","","","0"
"2012","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472833","7.14.12.3.3.1.4.3","","x","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509624","7.19.12.1.1.1.4.2","66300","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509625","7.19.12.1.1.1.4.3","80500","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509642","7.19.12.1.2.1.4.2","66500","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509643","7.19.12.1.2.1.4.3","78800","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509660","7.19.12.1.3.1.4.2","60500","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509661","7.19.12.1.3.1.4.3","84300","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509678","7.19.12.2.1.1.4.2","72300","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509679","7.19.12.2.1.1.4.3","87600","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Male gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509696","7.19.12.2.2.1.4.2","72700","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Male gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509697","7.19.12.2.2.1.4.3","86700","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509714","7.19.12.2.3.1.4.2","59100","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509715","7.19.12.2.3.1.4.3","89300","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509732","7.19.12.3.1.1.4.2","59500","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509733","7.19.12.3.1.1.4.3","68300","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509750","7.19.12.3.2.1.4.2","59200","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509751","7.19.12.3.2.1.4.3","68200","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509768","7.19.12.3.3.1.4.2","61400","","","","0"
"2012","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509769","7.19.12.3.3.1.4.3","72500","","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534248","7.23.12.1.1.1.4.2","80800","","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534249","7.23.12.1.1.1.4.3","99800","","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534266","7.23.12.1.2.1.4.2","83700","","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534267","7.23.12.1.2.1.4.3","115500","","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534284","7.23.12.1.3.1.4.2","69700","","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534285","7.23.12.1.3.1.4.3","98200","","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534302","7.23.12.2.1.1.4.2","78900","","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534303","7.23.12.2.1.1.4.3","99000","","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Male gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534320","7.23.12.2.2.1.4.2","","x","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Male gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534321","7.23.12.2.2.1.4.3","","x","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534338","7.23.12.2.3.1.4.2","78900","","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534339","7.23.12.2.3.1.4.3","90800","","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534356","7.23.12.3.1.1.4.2","","x","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534357","7.23.12.3.1.1.4.3","","x","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534374","7.23.12.3.2.1.4.2","","x","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534375","7.23.12.3.2.1.4.3","","x","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534392","7.23.12.3.3.1.4.2","","x","","","0"
"2012","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534393","7.23.12.3.3.1.4.3","","x","","","0"
